Study_Date,Location,Species,Run,Tissue,Thiamin_conc,Thiamine_units,N,N_survive,N_mortality,Percent_survive,Percent_mortality,Time_of_mortality,Follow_up_period,Time_Units,Reported_LC50,Reported_EC50,Title,DOI,Notes,location_type,Latitude_DD,Longitude_DD,Location_label,Species_label,Run_label,Tissue_label,Title_label,Study_Date_start_label,Study_Date_end_label
1994-2010,Finland,Atlantic salmon,NA,egg,1.38928,nmol/g,984,NA,NA,NA,13,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.23983,nmol/g,984,NA,NA,NA,13,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,2.13557,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.74763,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.91529,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.96888,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.50517,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.23202,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.86466,nmol/g,984,NA,NA,NA,12,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,2.73279,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.6974,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.72896,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.35458,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,2.00472,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.98743,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.38928,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,2.51715,nmol/g,984,NA,NA,NA,11,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.50517,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.90378,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.95671,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.12054,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.80042,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.91793,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.54845,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.58056,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.74763,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.07883,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.07883,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,5.98554,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.24769,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,2.30391,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.52803,nmol/g,984,NA,NA,NA,10,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.95466,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.62238,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.92693,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.73339,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.78146,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.88121,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.34604,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.61693,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,3.32453,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.54156,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.74763,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.17125,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,1.35458,nmol/g,984,NA,NA,NA,9,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
